id_tweet,fecha_creacion,usuario,texto_original,texto_procesado,sentimiento_predicho_texto
822,2025-05-21 20:48:02,usuario_generado,El jurado también declara inocente a Ricardo Costa al no considerar probado que recibieran regalos en razon de su cargo.,jurado declarar inocente ricardo costa considerar probado recibir regalo razon cargo,positivo
823,2025-05-21 20:48:02,usuario_generado,"hahahahahahahahah ""os quiero.... "" “@jesusdelpino: Le dirá ahora Paco al jurado aquello de. ""Te quiero un huevo""”",hahahahahahahahah querer decir ahora paco jurado aquel querer huevo,negativo
824,2025-05-21 20:48:02,usuario_generado,Me alegra que Camps haya sido declarado inocente. Se hace Justicia con un hombre a quien muchos hoy deberían pedir perdón.,alegrar camps ser declarar inocente hacer justicia hombre hoy deber pedir perdón,negativo
825,2025-05-21 20:48:02,usuario_generado,"Lo que faltaba.Dimite el Presidente Aleman acusado de corrupcion.Otra ""distraccion"" para Merkel.",faltabadimitar presidente alemar acusado corrupcionotra distraccion merkel,negativo
826,2025-05-21 20:48:02,usuario_generado,La respuesta es el trabajo planificado y con tiempo de los políticos locales y regionales que no se han ocupado hasta que no había solución.,respuesta trabajo planificado tiempo político local regional ocupar solución,negativo
827,2025-05-21 20:48:02,usuario_generado,Dimite el Presidente alemán cercado por la corrupción http://t.co/fak3xwHa,dimitir presidente alemán cercado corrupción,negativo
828,2025-05-21 20:48:02,usuario_generado,"En #Antequera otro lio RT @mallasan: @mariviromero quiere ser concejal no adscrito pero el PSOE lo presiona para que dimita,un show",lio rt querer ser concejal adscrito psoe presionar dimitaun show,negativo
829,2025-05-21 20:48:02,usuario_generado,Los diarios cierran 2011 con caída del 8% en su negocio. ¿Cuántos y con qué estrategia sobrevivirán a un crítico 2012? http://t.co/ypmUEsOH,diario cerrar caída negocio cuánto estrategia sobrevivir crítico,negativo
830,2025-05-21 20:48:02,usuario_generado,La presidenta aavv de amigos del canódromo denuncia el abandono del barrio: está sucio y no cuenta con dotaciones suficientes,presidenta aavv amigo canódromo denuncia abandono barrio sucio contar dotación suficiente,negativo
831,2025-05-21 20:48:02,usuario_generado,"""La eficacia del miedo"". Post en 'Buzón de voz' sobre la Memoria de la reforma laboral. http://t.co/LIoQc5AO",eficacia miedo post buzón voz memoria reforma laboral,negativo
832,2025-05-21 20:48:02,usuario_generado,"Cospedal distingue el #17CongresoPP del Congreso @PSOE: ""No vamos a hablar de nosotros mismos, vamos a hablar de los problemas de España""",cospedal distinguir congreso ir hablar mismo ir hablar problema españa,neutro
833,2025-05-21 20:48:02,usuario_generado,"Me dicen q diputados del pp q viajan a congreso Sevilla lo hacen en clase Club,doble  precio q turista,espero q se lo paguen de su bolsillo",decir q diputado pp q viajar congreso sevilla hacer clase clubdoble precio q turistaespero q pagar bolsillo,negativo
834,2025-05-21 20:48:02,usuario_generado,La crónica del corresponsal JuanGómez sobre la dimisión del presidene alemán http://t.co/JX83oMQJ via @el_pais,crónica corresponsal juangómez dimisión presidene alemán via,neutro
835,2025-05-21 20:48:02,usuario_generado,"""No tengo conocimiento de ello"" responde Cospedal a si ha habido quejas por su acumulación de poder #17CongresoPP",conocimiento él responder cospedal si queja acumulación poder,negativo
836,2025-05-21 20:48:02,usuario_generado,Quien es el jefe de prensa q se permite censurar las preguntas q los periodistas  pretenden hacer a su jefe? #somosunademocracia,jefe prensa q permitir censurar pregunta q periodista pretender hacer jefe,negativo
837,2025-05-21 20:48:02,usuario_generado,Martínez dice que entrega a UGT los 181.000€ de su sueldo en Bankia. No sé si es cierto pero eso no cambiaría lo esencial. ¿O sí?,martínez decir entregar ugt sueldo bankia saber si cierto cambiar esencial,negativo
838,2025-05-21 20:48:02,usuario_generado,Recomendable la exposición fotográfica de Lewis Hine en @fundacionmapfre: foto social primeras décadas XIX USA. Acusado de ser comunista!,recomendable exposición fotográfico lewis hinar foto social primero década xix usar acusado ser comunista,negativo
839,2025-05-21 20:48:02,usuario_generado,"El jefe informático de ETA al juez: ""Soy muy torpe con el ordenador: el Word, el mail y ver películas"" http://t.co/NUylCrwz #ANiveldeUsuario",jefe informático eta juez torpe ordenador word mail ver película,negativo
840,2025-05-21 20:48:02,usuario_generado,Gobierno limita sueldos de directivos. 105000 euros para empresas públicas grandes. 80mil para medianas y 55mil para pequeñas,gobierno limitar sueldo directivo euro empresa público grande mil mediana mil pequeño,negativo
841,2025-05-21 20:48:02,usuario_generado,"Gobierno reduce número de consejeros en empresas públicas. Máximo de 15 consejeros en empresas grandes. 12, en medianas. 9, en pequeñas.",gobierno reducir número consejero empresa público máximo consejero empresa grande mediana pequeño,negativo
842,2025-05-21 20:48:02,usuario_generado,". @javierarenas_pp : “La reforma laboral no me perjudica, me penalizaría la pasividad de Rajoy "" http://t.co/HAonqa5T #elcambioandaluz",reforma laboral perjudicar penalizar pasividad rajoy,negativo
843,2025-05-21 20:48:02,usuario_generado,"Gobierno es consciente de que las retribuciones en empresas públicas serán menores a las de las privadas, pero son ""razonables"".",gobierno consciente retribución empresa público menor privada razonable,negativo
844,2025-05-21 20:48:02,usuario_generado,"Tardó algo más que su ex, pero Tony Parker podría tener novia http://t.co/C5jshaag",tardar ex tony parker poder tener novia,negativo
845,2025-05-21 20:48:02,usuario_generado,"La Junta de Andalucia ha paralizado 43000 expedientes de Dependencia q tienen derecho a la prestación. Incumplen la Ley , que os parece?",junta andalucia paralizar expediente dependencia q derecho prestación incumplir ley parecer,negativo
846,2025-05-21 20:48:02,usuario_generado,Que no son 48.200 e....El Gobierno vasco gasta 125.066 euros en que @PatxiLopez  aprenda euskera http://t.co/EtBYQ9uo Que barbaridad ...,eel gobierno vasco gastar euros aprendar euskera barbaridad,negativo
847,2025-05-21 20:48:02,usuario_generado,El Gobierno baja entre un 25 y un 30% el sueldo de los directivos del sector público - ABC.es http://t.co/fWR5w18H via @abc_es,gobierno bajo sueldo directivo sector público abz via,neutro
848,2025-05-21 20:48:02,usuario_generado,. “@irasynovolveras: @PilarGGranja Rajoy no existe: son los padres”,rajoy existir padre,negativo
849,2025-05-21 20:48:02,usuario_generado,"No hay ""efecto megaupload"". La taquilla en España en lo que va de año es inferior a la de 2011.",efecto megaupload taquilla españa ir año inferior,negativo
850,2025-05-21 20:48:02,usuario_generado,Hoy preguntamos en @13tv_AlDia : ¿deslegitima a un 'líder obrero' que esté cobrando de la banca más de 180.000 euros? @13television,hoy preguntar deslegitima líder obrero cobrar banca euros,negativo
851,2025-05-21 20:48:02,usuario_generado,Datos de 2010. Factura del SNS por recetas de asegurados: 11.664 M€. Ventas de tabaco en estancos: 12.061 M€.,dato factura sns receta asegurado m venta tabaco estanco m,neutro
852,2025-05-21 20:48:02,usuario_generado,"“@montxoarmendari: ""¿Rescate o secuestro?"": La deuda Griega (¿y la nuestra?) http://t.co/duHcbyUL” Me aterra.",rescate secuestro deuda griego aterrir,negativo
853,2025-05-21 20:48:02,usuario_generado,Según Banco de España quien cobra es Martínez. Si él lo dona a UGT estará reflejado en su IRPF. Y el conflicto de intereses será el mismo.,según banco españa cobrar martínez si donar ugt reflejado irpf conflicto interés mismo,negativo
854,2025-05-21 20:48:02,usuario_generado,Palabras de #PedroSanz son profundamente discriminatorias.Mentalidad retrógrada impropia de un dirigente político del siglo XXI,palabra profundamente discriminatoriasmentalidad retrógrado impropia dirigente político siglo xxi,negativo
855,2025-05-21 20:48:02,usuario_generado,Intolerable que #Pedro Sanz desprecie y discrimine a las #parejasdelmismosexo. Que rectifique y pida disculpas a quien ha ofendido.,intolerable sanz desprecie discriminir rectificar pedir disculpa ofender,negativo
856,2025-05-21 20:48:02,usuario_generado,"Juassssssss !Gaspar Zarrías, uno de los generadores de paro en #Andalucia , elegido representante del @psoe para manifestaciones....",juasssssss gaspar zarría generador paro elegido representante manifestación,negativo
857,2025-05-21 20:48:02,usuario_generado,Cataluña recorta un 3% el sueldo de los funcionarios. Quien dijo q había un problema llamado 3%? #cataluñatresporciento,cataluña recortar sueldo funcionario decir q problema llamado,negativo
858,2025-05-21 20:48:02,usuario_generado,El Gobierno asegura que no ha habido ningún cambio en su posición sobre ETA,gobierno asegurar ninguno cambio posición eta,negativo
859,2025-05-21 20:48:02,usuario_generado,"Ibarretxe: ""ETA debe comprender la terrible brutalidad e inmoralidad de su violencia"" y ""dar muestras de su disposición a dejar las armas""",ibarretxe eta deber comprender terrible brutalidad inmoralidad violencia dar muestra disposición dejar arma,negativo
860,2025-05-21 20:48:02,usuario_generado,"A las 3 en @A3noticias, el gobierno baja en un 25% el sueldo de los directivos de empresas públicas: máximo, 105 mil euros",gobierno bajo sueldo directivo empresa público máximo mil euros,negativo
861,2025-05-21 20:48:02,usuario_generado,"A las 3 en @A3noticias, el testimonio en exclusiva de una enfermera que fue testigo presencial del robo de bebés",testimonio exclusiva enfermera testigo presencial robo bebé,negativo
862,2025-05-21 20:48:02,usuario_generado,El desequilibrio del deporte base en Madrid: hay barrios sin dotaciones mientras costosas instalaciones están cerradas http://t.co/FvhENIGn,desequilibrio deporte base madrid barrio dotación mientras costoso instalación cerrado,neutro
863,2025-05-21 20:48:02,usuario_generado,Hemos aprobado la rebaja salarial de los directivos de las empresas públicas y reducimos sus Consejos. Austeridad y transparencia.,aprobar rebaja salarial directivo empresa público reducir consejo austeridad transparencia,negativo
864,2025-05-21 20:48:02,usuario_generado,"#bipartito CIU-PP anuncia lo que escondió durante este mes d debate d presupuestos:nuevo recorte salarial a servidores públicos,ahora dl 3%",ciupp anunciar esconder mes d debate d presupuestosnuevo recorte salarial servidor públicosahoro dl,negativo
865,2025-05-21 20:48:02,usuario_generado,Cómo se nota que los  cargos públicos del extremo centro y la derecha no os dan palique! Y además  de aburrirme no me votáis.,cómo notar cargo público extremo centro derecha dar palique además aburrir yo votáis,negativo
866,2025-05-21 20:48:02,usuario_generado,El año hidrológico acumula un déficit de lluvias del 40% - http://t.co/CHgTNSxm,año hidrológico acumular déficit lluvia,negativo
867,2025-05-21 20:48:02,usuario_generado,Miedo de una revuelta de los capitanes“@FP_Magazine: Are Egypt's generals losing control of their officers? http://t.co/gHm1Era6”,miedo revuelta capitanes are egypts generals losing control of their officers,neutro
868,2025-05-21 20:48:02,usuario_generado,Mayor Oreja insiste en que no vivimos el final de ETA. Para el dirigente popular es el preludio de una nueva estrategia,mayor oreja insistir vivir final eta dirigente popular preludio nuevo estrategia,negativo
869,2025-05-21 20:48:02,usuario_generado,"El padre de la niña asesinada Mari Luz Cortés espera ""una segunda oportunidad"" del PP. Acude como invitado al #17CongresoPP",padre niña asesinado mari luz cortés esperar segundo oportunidad pp acudir invitado,neutro
870,2025-05-21 20:48:02,usuario_generado,Esperanza Aguirre llega tarde al congreso del PP. Ocupa su asiento en la ejecutiva mientras habla Juan Ignacio Zoido,esperanza aguirre llegar tarde congreso pp ocupar asiento ejecutiva mientras hablar juan ignacio zoido,neutro
871,2025-05-21 20:48:02,usuario_generado,El CSN no ve inconveniente en prolongar la actividad de Garoña. También dijo que el accidente de Fukushima no afectaría al núcleo. Profeta.,csn ver inconveniente prolongar actividad garoña decir accidente fukushima afectar núcleo profeta,negativo
872,2025-05-21 20:48:02,usuario_generado,Turno d Mayor Oreja. Expectación ante lo que pueda decir acerca d la declaración de intenciones de ETA y las diferentes posiciones ante ella,turno d mayor orejo expectación poder decir acerca d declaración intención eta diferente posición,negativo
873,2025-05-21 20:48:02,usuario_generado,"El CSN garantiza la seguridad para las centrales nucleares, mientras deja inerme la seguridad de los ciudadanos. Pronuclear sin matices.",csn garantizar seguridad central nuclear mientras dejar inerme seguridad ciudadano pronuclear matiz,negativo
874,2025-05-21 20:48:02,usuario_generado,El CSN no tiene en su dirección ni un sólo representante de los sectores críticos con la energía nuclear. No sea que vaya a contaminarles.,csn dirección sólo representante sector crítico energía nuclear ir contaminarl,negativo
875,2025-05-21 20:48:02,usuario_generado,"Mayor Oreja alerta de la crisis moral que subyace en la económica: ""Hacen falta dosis ingentes de humanismo""",mayor orejo alerta crisis moral subyacer económica hacer falta dosis ingente humanismo,negativo
876,2025-05-21 20:48:02,usuario_generado,Mayor Oreja advierte que ETA trasladará pronto a la sociedad española su proyecto de ruptura. #congresoPP,mayor orejo advertir eta trasladar pronto sociedad español proyecto ruptura,negativo
877,2025-05-21 20:48:02,usuario_generado,Alfonso Alonso (PP) dice que el PSOE siempre recurre al discurso del miedo y que ahora lo está haciendo con la reforma laboral,alfonso alonso pp decir psoe siempre recurrir discurso miedo ahora hacer reforma laboral,negativo
878,2025-05-21 20:48:02,usuario_generado,"Entrevista @PatxiLopez en Gara http://t.co/agEYRgO1 ""La permanencia de Otegi en la cárcel es contraria al sentimiento de la sociedad vasca""",entrevistar gara permanencia otegi cárcel contrario sentimiento sociedad vasco,negativo
879,2025-05-21 20:48:02,usuario_generado,RT @europapress_es: Mueren 48 personas a manos de las fuerzas gubernamentales sirias - http://t.co/RM6neoiN,rt morir persona manos fuerza gubernamental sirio,negativo
880,2025-05-21 20:48:02,usuario_generado,Alfonso Alonso afirma ante el plenario del congreso del PP que la derrota policial de ETA es también su derrota política.,alfonso alonso afirmar plenario congreso pp derrota policial eta derrota político,negativo
881,2025-05-21 20:48:02,usuario_generado,"Atacan la Fresh Gallery, galería que expone la polémica“Obscenity"" de Bruce LaBruce http://t.co/ZvoDMMyF",atacar fresh gallery galerío exponer polémicaobscenity bruce labrucir,positivo
882,2025-05-21 20:48:02,usuario_generado,"Junto a mi, en el metro, una señora hace un crucigrama y se atasca en la palabra ""presupuesto"". Todo un símbolo...",junto metro señora hacer crucigrama atasca palabra presupuesto símbolo,neutro
883,2025-05-21 20:48:02,usuario_generado,"Cospedal también saca en su discurso el tema de ETA. ""Con un Gobierno del PP no habrá concesiones de ningún tipo a los que ayer mataban""",cospedal sacar discurso tema eta gobierno pp concesión ninguno tipo ayer matar,negativo
884,2025-05-21 20:48:02,usuario_generado,RT @FranHervias:@Albert_Rivera“Mientras deuda catalana se acerca al bono basura Mas airea sus delirios separatistas en prensa interncional” ,rt mientras deuda catalán acercar bono basura mas aireo delirio separatista prensa interncional,negativo
885,2025-05-21 20:48:02,usuario_generado,"Cospedal ""Resuena mucho más en nuestros oidos la marea silenciosa de los que no pueden trabajar que las pancartas""",cospedal resonar oido marea silencioso poder trabajar pancarta,negativo
886,2025-05-21 20:48:02,usuario_generado,"Cospedal"" la marea silenciosa de 5 millones de parados resuena mucho mas en nuestros oídos que pancartas y posturas ancladas en el pasado""",cospedal marea silencioso millón parado resonar mas oído pancarta postura anclada pasado,negativo
887,2025-05-21 20:48:02,usuario_generado,Cospedal  afirma que por encima de los ruidos de las pancartas está la marea silenciosa de los millones de personas que no pueden trabajar.,cospedal afirmar encima ruido pancarta marea silencioso millón persona poder trabajar,negativo
888,2025-05-21 20:48:02,usuario_generado,"Deterioro d rentas salariales en España: en los 80, 9millones d asalariados tenían el 53% d la renta nacional. Ahora, 15,7m, solo el 46%.",deterioro d renta salarial españa millón d asalariado d renta nacional ahora m solo,negativo
889,2025-05-21 20:48:02,usuario_generado,"La cruz d la austeridad: la caída conjunta del gasto en hogares y administraciones, deprime el PIB y aumenta el paro, según el INE.",cruz d austeridad caída conjunto gasto hogar administración deprimir pib aumentar paro según ine,negativo
890,2025-05-21 20:48:02,usuario_generado,"Lo sabiamos ,no?@sevillajordi La cruz d la austeridad: la caída del gasto en hogares y administraciones, deprime el PIB y aumenta el paro,",sabiar cruz d austeridad caída gasto hogar administración deprimir pib aumentar paro,negativo
891,2025-05-21 20:48:02,usuario_generado,Patxi López se suma a Eguiguren y defiende la excarcelación de Otegui. #loqhayqescuchar. @TelediarioInter 20:30,patxi lópez sumar eguiguren defender excarcelación otegui,positivo
892,2025-05-21 20:48:02,usuario_generado,Amaiur presenta una pregunta en el Congreso. ¿Por qué Amaiur es activa y Batasuna no? @TelediarioInter 20:30,amaiur presentar pregunta congreso amaiur activo batasuno,neutro
893,2025-05-21 20:48:02,usuario_generado,Suma y sigue: el derroche de la Junta de Andalucía: subvenciones a una empresa zombie. @TelediarioInter 20:30,suma seguir derroche junta andalucía subvención empresa zombie,negativo
894,2025-05-21 20:48:02,usuario_generado,¿Qué opina la calle sobre las facturas falsas de Urdangarin? @TelediarioInter 20:30,opinar calle factura falso urdangarin,negativo
895,2025-05-21 20:48:02,usuario_generado,Hemos hablado con jaime Mayor Oreja sobre la persistencia de ETA. No os lo perdais. @TelediarioInter 20:30,hablar jaime mayor oreja persistencia eta perdai,negativo
896,2025-05-21 20:48:02,usuario_generado,Dimite el presidente alemán por corrupción. ¿Igualito q en España? @TelediarioInter 20:30,dimitir presidente alemán corrupción igualito q españa,negativo
897,2025-05-21 20:48:02,usuario_generado,El gobierno ha pedido el placet para las embajadas clave. Os contamos cuáles. @TelediarioInter 20:30,gobierno pedir placet embajada clave contar cuál,neutro
898,2025-05-21 20:48:02,usuario_generado,Arenas dice que hay margen para la reforma laboral y Soraya acepta enriquecer el texto. @TelediarioInter 20:30,arenas decir margen reforma laboral soraya aceptar enriquecer texto,negativo
899,2025-05-21 20:48:02,usuario_generado,@anapastor_tve @elmundo Me temo que Paula Sánchez de León se ha cubierto... Y no de gloria.,temer paular sánchez león cubrir gloria,negativo
900,2025-05-21 20:48:02,usuario_generado,"Matiz: UGT no ha desmentido que Martínez recibiera 180.000 euros. Lo que dice es que, recibido el dinero, lo entregó al sindicato.",matiz ugt desmentir martínez recibiera euros decir recibir dinero entregar sindicato,negativo
901,2025-05-21 20:48:02,usuario_generado,"Es decir, que es UGT quien ""cobró"" 180.000 euros por ser miembro del consejo de admon de Caja Madrid.",decir ugt cobrar euros ser miembro consejo admon caja madrid,negativo
902,2025-05-21 20:48:02,usuario_generado,"Hay q reconocérselo al PP: bocatas, ensaladas y fruta para la prensa en el #17congresoPP. En el del PSOE cobraban 10€ x bocadillo",q reconocérselo pp bocata ensalada fruta prensa psoe cobrar x bocadillo,neutro
903,2025-05-21 20:48:02,usuario_generado,No tengo ni idea de lo de los toros en TVE. Me enteraré.,idea toro tve enterar,neutro
904,2025-05-21 20:48:02,usuario_generado,Información errónea la de los toros. Se trata de libro de estilo y no de la programación. En  éste se mantiene el  rechazo maltrato animal.,información erróneo toro tratar libro estilo programación este mantener rechazo maltrato animal,negativo
905,2025-05-21 20:48:02,usuario_generado,"Unos pedís explicaciones sobre cualquier información contra IU, y cuando lo aclaramos otros decís que nos preocupamos de minucias.",pedís explicación cualquiera información iu aclarar decís preocupar minucia,negativo
906,2025-05-21 20:48:02,usuario_generado,Es el libro de estilo no  la programación. Se mantiene el rechazo de tortura animal. Se suprime por redundante y contradictorio en infantil.,libro estilo programación mantener rechazo tortura animal suprimir redundante contradictorio infantil,negativo
907,2025-05-21 20:48:02,usuario_generado,"@RodrigoBlazquez @santiagocervera ha dicho que se atendrán al TC, y que si el TC dice que es constitucional lo dejarán tal cual",decir atender tc si tc decir constitucional dejar tal,negativo
908,2025-05-21 20:48:02,usuario_generado,"Y una mierda: ""@Victor_Pradas: @FedericoQuevedo @AzoteLiberal No militas pero abogas.”",mierda milita aboga,negativo
909,2025-05-21 20:48:02,usuario_generado,1/ El Consejo de Administración de TVE  no ha decidido reponer corridas de toros.,consejo administración tve decidir reponer corrida toro,neutro
910,2025-05-21 20:48:02,usuario_generado,1/ El Consejo de Administración de TVE  no ha decidido reponer corridas de toros. 2/ Se matiza el libro  estilo a propuesta de informativos,consejo administración tve decidir reponer corrida toro matizar libro estilo propuesta informativo,neutro
911,2025-05-21 20:48:02,usuario_generado,Los nuevos Estatutos del PP obligan a expedientar automaticamente a imputados y llevados a juicio. Teletipo de @servimedia en #17CongresoPP,nuevo estatuto pp obligar expedientar automaticamente imputado llevado juicio teletipo,negativo
912,2025-05-21 20:48:02,usuario_generado,"Atención! La ponencia del PP, a pesar de lo dicho por @santiagocervera no reconoce el ""matrimonio gay"", solo pone q acatará lo q diga el TC",atención ponencia pp pesar dicho reconocer matrimonio gay solo poner q acatar q decir tc,negativo
913,2025-05-21 20:48:02,usuario_generado,Indica la falta de concentración y motivación “@benjalh1971: el RM lleva 8 d 15 en tiros libres. Eso en baloncesto se suele pagar caro”,indicar falta concentración motivación rm llevar d tiro libre baloncesto soler pagar caro,negativo
914,2025-05-21 20:48:02,usuario_generado,Habrán dejado los del congreso del PSOE facturas sin pagar y déficit oculto en los bares de copas de Sevilla para los del PP?,dejar congreso psoe factura pagar déficit oculto bar copa sevilla pp,negativo
915,2025-05-21 20:48:02,usuario_generado,"Los mismos que de uno y otro signo han dejado a RTVE a los pies del PP, quitando anuncios y desestabilizando, intoxican con los toros.",mismo signo dejar rtve pie pp quitar anuncio desestabilizar intoxicar toro,negativo
916,2025-05-21 20:48:02,usuario_generado,RT @danicamposd El PP impone su raiz “cristiana” y tumba la enmienda de @ccifuentes http://t.co/mbFCmqZu #17congresoPP Teletipo @servimedia,rt pp imponer raiz cristiano tumba enmienda teletipo,neutro
917,2025-05-21 20:48:02,usuario_generado,.@MdCospedal: La marea silenciosa d 5 millones d parados resuena más en nuestros oídos q las pancartas http://t.co/52xRyrlL #17CongresoPP,marea silencioso d millón d parado resonar oído q pancarta,negativo
918,2025-05-21 20:48:02,usuario_generado,xD! Q horror“@satancucufato: Familias abandonando a sus hijos en los centros de acogida porque no tienen para darles de comer #ESTOESGRECIA”,xd q horror familia abandonar hijo centro acogida dar él comer,negativo
919,2025-05-21 20:48:02,usuario_generado,El colmo de la tortura. Intentando abandonar el #17CongresoPP y está todo cerrado... http://t.co/TsBQ1uuk,colmo tortura intentar abandonar cerrar,negativo
920,2025-05-21 20:48:02,usuario_generado,"Tiene tela“@algletrado: ""@ManosLimpias1:Las clases d euskera d Patxi López nos cuestan + d 48.000 € al año http://t.co/YPkqW2Il"" #qpaisxdios",tela clase d euskera d patxi lópez costar d año,negativo
921,2025-05-21 20:48:02,usuario_generado,"@iescolar No es q hubiera rivalidad, es q se votaron las dos listas.",q rivalidad q votar dos lista,negativo
922,2025-05-21 20:48:02,usuario_generado,"Cuando intentas explicarte y no te entienden...Sensación de coraje, frustración y también tristeza. Señal de que quizás estes fallando, o no",intenta explicartir entiendensensación coraje frustración tristeza señal quizás estser fallar,negativo
923,2025-05-21 20:48:02,usuario_generado,@federicoquevedo En 1989 sólo se votó una lista: la que hizo Fraga. Es falso lo que decías antes http://t.co/ayNYMM1X,sólo votar lista hacer fraga falso decía,negativo
924,2025-05-21 20:48:02,usuario_generado,Cansada y con mucho sueño. Me despido hasta mañana.Buenas noches.,cansado sueño despir mañanabuena noche,negativo
925,2025-05-21 20:48:02,usuario_generado,El retraso de la unidad de salud mental de Marbella aumenta la presión del Clínico. http://t.co/A89CEXGM,retraso unidad salud mental marbella aumentar presión clínico,negativo
926,2025-05-21 20:48:02,usuario_generado,Cada dos días se recibe una queja por discriminación por VIH http://t.co/1HOJcPEN,cada dos día recibir queja discriminación vih,negativo
927,2025-05-21 20:48:02,usuario_generado,Muere Enrique Sierra. Componente de Radio Futura. Adiós a uno de los grandes! http://t.co/dTemzimo,morir enrique sierrar componente radio futuro adiós grande,positivo
928,2025-05-21 20:48:02,usuario_generado,"Alonso: ""El PP es la garantía de la derrota de ETA y de sus pretensiones políticas"". Este discurso sí es el que muchos esperamos escuchar.",alonso pp garantía derrota eta pretensión política discurso esperar escuchar,negativo
929,2025-05-21 20:48:02,usuario_generado,"China pide a todas las partes el ""fin inmediato"" de la violencia en Siria - http://t.co/exJlfwFc",chino pedir todo parte fin inmediato violencia siria,negativo
930,2025-05-21 20:48:02,usuario_generado,"O sea, q ""grandes profesionales""  han arruinado bancos y cajas y el problema es un representante sindical cuya dieta legal va al sindicato?",q grande profesional arruinar banco caja problema representante sindical cuyo dietar legal ir sindicato,negativo
931,2025-05-21 20:48:02,usuario_generado,"Hoy en #ePeriódico, #Ferreres ilustra la portada y el Tema del Día: ironía frente a la crisis. Breve muestra:http://t.co/W6sJ4kCK",hoy ilustrar portada tema día ironir frente crisis breve muestra,neutro
932,2025-05-21 20:48:02,usuario_generado,"Mi twitter va fatal, llevo tres días casi sin tuitear por eso...Lo llevara RYANAIR?",twitter ir fatal llevar tres día casi tuitear esolo llevar ryanair,negativo
933,2025-05-21 20:48:02,usuario_generado,"""Daños colaterales de la reforma laboral"". Por  @estradaamparo. http://t.co/erJURQAH",daño colateral reforma laboral,negativo
934,2025-05-21 20:48:02,usuario_generado,"Me tacharán de superficial, pero no entiendo cómo se siguen publicando textos tan largos en algunos medios digitales... #fail #periodismo",tachar superficial entender cómo seguir publicar texto tanto largo medio digital,neutro
935,2025-05-21 20:48:02,usuario_generado,El PP esperará a la sentencia de su propio recurso contra el matrimonio gay:  En misa y repicando. Luego ya veremos si digo o Diego.,pp esperar sentencia propio recurso matrimonio gay misa repicar luego ver si decir diego,neutro
936,2025-05-21 20:48:02,usuario_generado,"El Reino Unido alerta del riesgo de una ""guerra fría"" si Irán se arma nuclearmente",reino unido alerta riesgo guerra frío si ir armar nuclearmente,negativo
937,2025-05-21 20:48:02,usuario_generado,"Los destructores USS Ross, USS Donald Cook, USS Porter y USS Carney, a Rota, en @LARAZON_es http://t.co/evtYhF6c",destructores uss ross uss donald cook uss porter uss carney rota,neutro
938,2025-05-21 20:48:02,usuario_generado,Esperanza Aguirre considera escandaloso el sueldo del consejero de UGT en Cajamadrid. Considera que el B. de España deberia haber actuado.,esperanza aguirre considerar escandaloso sueldo consejero ugt cajamadrid considerar b españa deberio haber actuar,negativo
939,2025-05-21 20:48:02,usuario_generado,Basagoiti pide altura de miras y responsabilidad para cerrar el capitulo de ETA.Los asesinos no pueden recibir ningún tipo de contraartida..,basagoiti pedir altura mira responsabilidad cerrar capitulo etalo asesino poder recibir ninguno tipo contraartida,negativo
940,2025-05-21 20:48:02,usuario_generado,"Monago dice q el congreso del PP no está hecho para discutir si eligen ""una barba o a una sonrisa""(Candidatos del PSOE rebajados al detalle)",monago decir q congreso pp hecho discutir si elegir barba sonrisacandidato psoe rebajado detalle,negativo
941,2025-05-21 20:48:02,usuario_generado,y que somos un partido que se preocupa por las personas #17congresopp,partido preocupar persona,neutro
942,2025-05-21 20:48:02,usuario_generado,"En la #C_A_2012 ""Dicen que son el cambio, y sí, hay + impuestos y + inseguridad para los q trabajan. Ha habido cambios a peor, hacia atrás""",decir cambio impuesto inseguridad q trabajar cambio peor hacia atrás,negativo
943,2025-05-21 20:48:02,usuario_generado,Mato dejará la Vicesecretaria de Organización del @PPopular porque no lo ve compatible con el Ministerio - http://t.co/5qpIlQVQ,mato dejar vicesecretaria organización ver compatible ministerio,negativo
944,2025-05-21 20:48:02,usuario_generado,#Hagamos_nuestro_propio_camino @PepeGrinan rechaza miradas hirientes sobre Andalucía desde el estereotipo y tópicos #Andaluciaconorgullo,rechazar mirada hirient andalucía estereotipo tópico,negativo
945,2025-05-21 20:48:02,usuario_generado,Los grandes músicos mueren siempre antes que los mediocres para no tener que compartir aplauso. DEP Enrique Sierra.,grande músico morir siempre mediocr tener compartir aplauso dep enrique sierra,positivo
946,2025-05-21 20:48:02,usuario_generado,"#CongresoPP En cuarto de hora se aclarará la pregunta: romperá Aznar la uniformidad de la ""fiesta"" o se someterá también a ella?",cuarto hora aclarar pregunta romper aznar uniformidad fiesta someter,negativo
947,2025-05-21 20:48:02,usuario_generado,Sindicalistas con sueldos de banqueros http://t.co/F5dJRA1q vía La Razon,sindicalista sueldo banquero vía razon,negativo
948,2025-05-21 20:48:02,usuario_generado,"Hombre Rajoy y Aznar no se han besado... Pero, desde luego, al verse no se han saludado de forma tan fria como hace cuatro años...",hombre rajoy aznar besar luego ver él saludar forma tanto frio hacer cuatro año,neutro
949,2025-05-21 20:48:02,usuario_generado,El comportamiento de Iran no favorece la confianza.No te parece?.,comportamiento iran favorecer confianzano parecer,neutro
