"id_tweet","texto_original"
912,"Atención! La ponencia del PP, a pesar de lo dicho por @santiagocervera no reconoce el ""matrimonio gay"", solo pone q acatará lo q diga el TC"
913,"Indica la falta de concentración y motivación “@benjalh1971: el RM lleva 8 d 15 en tiros libres. Eso en baloncesto se suele pagar caro”"
914,"Habrán dejado los del congreso del PSOE facturas sin pagar y déficit oculto en los bares de copas de Sevilla para los del PP?"
915,"Los mismos que de uno y otro signo han dejado a RTVE a los pies del PP, quitando anuncios y desestabilizando, intoxican con los toros."
916,"RT @danicamposd El PP impone su raiz “cristiana” y tumba la enmienda de @ccifuentes http://t.co/mbFCmqZu #17congresoPP Teletipo @servimedia"
917,".@MdCospedal: La marea silenciosa d 5 millones d parados resuena más en nuestros oídos q las pancartas http://t.co/52xRyrlL #17CongresoPP"
918,"xD! Q horror“@satancucufato: Familias abandonando a sus hijos en los centros de acogida porque no tienen para darles de comer #ESTOESGRECIA”"
919,"El colmo de la tortura. Intentando abandonar el #17CongresoPP y está todo cerrado... http://t.co/TsBQ1uuk"
920,"Tiene tela“@algletrado: ""@ManosLimpias1:Las clases d euskera d Patxi López nos cuestan + d 48.000 € al año http://t.co/YPkqW2Il"" #qpaisxdios"
921,"@iescolar No es q hubiera rivalidad, es q se votaron las dos listas."
922,"Cuando intentas explicarte y no te entienden...Sensación de coraje, frustración y también tristeza. Señal de que quizás estes fallando, o no"
923,"@federicoquevedo En 1989 sólo se votó una lista: la que hizo Fraga. Es falso lo que decías antes http://t.co/ayNYMM1X"
924,"Cansada y con mucho sueño. Me despido hasta mañana.Buenas noches."
925,"El retraso de la unidad de salud mental de Marbella aumenta la presión del Clínico. http://t.co/A89CEXGM"
926,"Cada dos días se recibe una queja por discriminación por VIH http://t.co/1HOJcPEN"
927,"Muere Enrique Sierra. Componente de Radio Futura. Adiós a uno de los grandes! http://t.co/dTemzimo"
928,"Alonso: ""El PP es la garantía de la derrota de ETA y de sus pretensiones políticas"". Este discurso sí es el que muchos esperamos escuchar."
929,"China pide a todas las partes el ""fin inmediato"" de la violencia en Siria - http://t.co/exJlfwFc"
930,"O sea, q ""grandes profesionales""  han arruinado bancos y cajas y el problema es un representante sindical cuya dieta legal va al sindicato?"
931,"Hoy en #ePeriódico, #Ferreres ilustra la portada y el Tema del Día: ironía frente a la crisis. Breve muestra:http://t.co/W6sJ4kCK"
932,"Mi twitter va fatal, llevo tres días casi sin tuitear por eso...Lo llevara RYANAIR?"
933,"""Daños colaterales de la reforma laboral"". Por  @estradaamparo. http://t.co/erJURQAH"
934,"Me tacharán de superficial, pero no entiendo cómo se siguen publicando textos tan largos en algunos medios digitales... #fail #periodismo"
935,"El PP esperará a la sentencia de su propio recurso contra el matrimonio gay:  En misa y repicando. Luego ya veremos si digo o Diego."
936,"El Reino Unido alerta del riesgo de una ""guerra fría"" si Irán se arma nuclearmente"
937,"Los destructores USS Ross, USS Donald Cook, USS Porter y USS Carney, a Rota, en @LARAZON_es http://t.co/evtYhF6c"
938,"Esperanza Aguirre considera escandaloso el sueldo del consejero de UGT en Cajamadrid. Considera que el B. de España deberia haber actuado."
939,"Basagoiti pide altura de miras y responsabilidad para cerrar el capitulo de ETA.Los asesinos no pueden recibir ningún tipo de contraartida.."
940,"Monago dice q el congreso del PP no está hecho para discutir si eligen ""una barba o a una sonrisa""(Candidatos del PSOE rebajados al detalle)"
941,"y que somos un partido que se preocupa por las personas #17congresopp"
942,"En la #C_A_2012 ""Dicen que son el cambio, y sí, hay + impuestos y + inseguridad para los q trabajan. Ha habido cambios a peor, hacia atrás"""
943,"Mato dejará la Vicesecretaria de Organización del @PPopular porque no lo ve compatible con el Ministerio - http://t.co/5qpIlQVQ"
944,"#Hagamos_nuestro_propio_camino @PepeGrinan rechaza miradas hirientes sobre Andalucía desde el estereotipo y tópicos #Andaluciaconorgullo"
945,"Los grandes músicos mueren siempre antes que los mediocres para no tener que compartir aplauso. DEP Enrique Sierra."
946,"#CongresoPP En cuarto de hora se aclarará la pregunta: romperá Aznar la uniformidad de la ""fiesta"" o se someterá también a ella?"
947,"Sindicalistas con sueldos de banqueros http://t.co/F5dJRA1q vía La Razon"
948,"Hombre Rajoy y Aznar no se han besado... Pero, desde luego, al verse no se han saludado de forma tan fria como hace cuatro años..."
949,"El comportamiento de Iran no favorece la confianza.No te parece?."
950,"Aznar: ""Espero q ya lo tengan claro quienes antes decían q no teníamos programa, y ahora dicen q es escandaloso q lo tengamos"""
951,"Aznar: ""Espero q ya lo tengan claro quienes antes decían q no teníamos programa, y ahora dicen q es escandaloso q lo tengamos"""
952,"La izquierda vuelve a la calle contra un PP triunfal en Sevilla - Dos Palabras http://t.co/ggoPvSly vía @elconfidencial"
953,"Aznar: "" la historia ya ha quedado escrita: hemos dejado atras el peor gobierno de nuestra democracia"" #17congresopp"
954,"Aznar: ""Hemos dejado atrás el peor Gobierno de la democracia española"" #17CongresoPP"
955,"Aznar eleva el tono del #CongresoPP: ""Hemos dejado atrás al peor Gobierno de nuestra democracia"""
956,"Me están distrayendo mucho las nubes que pasan a toda prisa en ese cielo azul que le han puesto detrás a Aznar."
957,"Aznar: "" es el momento de repetir a los terroristas un mensaje muy sencillo: nosotros ganamos,ellos pierden. Sin un apice de confusión"
958,"Aznar se ha quitado el bigote o le ha quedado la marca del sol o lo tiene irritado de hacerse la cera? El labio superior sigue sin moverse."
959,"Las nubes en el escenario del #17CongresoPP me inquietan. Hacen que el escenario parezca la Enterprise."
960,"Aznar afirma que hemos dejado atrás el peor gobierno de la democracia. Pide que nadie reescriba una historia tan pésima para nuestro país."
961,"El presidente de honor del PP pide mandar a los terroristas un mensaje sencillo: ""Nosotros ganamos y ellos pierden"". Sin confusión"
962,"Es decir, patxi López quiere fichar a Otegui como profesor de Euskera?"
963,"Aznar: guardar y hacer guardar la memoria de las víctimas. Sobre los terroristas, todo el peso de la ley. #17CongresoPP"
964,"Al menos diez muertos y casi 7.000 damnificados por las lluvias en Bolivia - http://t.co/a0gPA9Gt"
965,"Aznar:hemos dejado atrás el peor Gobierno de la Democracia. Urge a Rajoy a hacer las reformas."
966,"Sobre ETA Aznar pide que recaiga sobre la banda todo el peso de la ley"
967,"Acaba de detenerle la Stasi a @ochoymedio1 . #lamentable http://t.co/vKTz4KoM"
968,"Los parados sin prestaciones no serán los mejores candidatos para encontrar empleo. El empresario no puede recibir el 50% de la prestación."
969,"Si tienes 800€ de prestación y te contratan, cobras 200€ más el salario. El empresario recibe 400€ y los otros 200 quedan en Hacienda."
970,"Han convocado la primera gran manifestacion en tweeter: creo q es mañana a las 12 contra ls sindicatos parásitos y antitrabajadores"
971,"Menuda frase...RT @blogsdepolitica: Patxi López: que Otegi siga en prisión ""contradice el sentir vasco"" http://t.co/36RfJjff"
972,"Es curioso...ya casi no escribo en TL abierto. Supongo q por mi cargo en el PSOE, twitter se ha vuelto bastante agresivo. Hablo mucho en DM."
973,"Una semana después Witney Houston sigue sin ser enterrada, ¡Esta afición por el espectáculo excesivo lleva a hacer bises a los muertos!"
974,"RT: “@victormosorio: Dicen por Sevilla que Esperanza Aguirre no está muy contenta con su papel en el Congreso del PP.”"
975,"Los periódicos -decía Unamuno- no dicen nada de los millones de hombres ""sin historia"". La literatura, la buena, si."
976,"Me parece tremendo k patxi López, representante elegido democráticamente, cuestione la prisión d otegi, ordenada x la justicia"
977,"Rajoy rememora el Congreso de Valencia: ""Entonces teníamos en las alforjas muchísimo futuro, pero muy poco presente"" #17congresoPP"
978,"""Nunca habíamos llegado ni tan lejos, ni tan alto, ni tan hondo"", dice Rajoy ¿Hondo? #17congresopp"
979,"Rajoy dice a su partido que no es la hora de las quejas, sino que es el momento de dar soluciones y los españoles. Por eso les han votado."
980,"""Es la hora de las respuestas"". No es una frase más de Rajoy. Es una respuesta a Aznar que le demandaba reformas sin demoras ni retrasos."
981,"@marianorajoy : "" podemos cambiar las personas en el @ppopular pero no nuestros principios"" #17CongresoPP"
982,"Así será seguro “@Cordoba_Lucena: Aznar: ""Nosotros ganamos, ETA pierde. Sin confusión"" http://t.co/oklwoSgN vía @libertaddigital”"
983,"Quiero que seamos un modelo de conducta. No podemos admitir despilfarros. No digo que no quepa un desliz. Esfuerzo para perseguirlas"""
984,"@sanchez_sonia Se caen y les sale un aeropuerto en Castellón"
985,"Desliz, mancha. Rajoy habla de corrupción y debe pensar en Valencia."
986,"En España solo hay UN Expresidente en el Consejo de Estado. Se llama Zapatero. Otra cosa es discutir ese consejo, yo lo eliminaría, claro."
987,"Los predecesores...“@cultrun: Rajoy: ""A que extremos habremos llegado en España que esto -pensar las cosas- pueda llamar la atención""”"
988,"Rajoy: ""A mí no me gusta que me presionen. Yo no fijo mis prioridades por que me presionen o por lo que me reclame la prensa"""
989,"Por cierto, que manía tiene el PP de poner nubes pasando por detrás del  escenario."
990,"Me temo que para el PP, la crisis es sólo una coartada..."
991,"Rajoy: ""después de todo lo que se ha dicho de mí no corro ningún peligro de envanecimiento"" #17CongresoPP"
992,"Rajoy: ""Ya se lo que dicen de mi, y que mas me da. Después de todo lo que he pasado no corro ningún peligro de envanecimiento"""
993,"Rajoy:""No temaís q se me suba el cargo a la cabeza.Podré cometer errores pero, después de lo q he pasado,no corro peligro de envanecimiento"""
994,"Me niego! No puede ser q no pueda ver la serie de Sherlock Holmes!!! Aaaaaaaaaaaaah! ( rabia)"
995,"Rajoy llama a defender los intereses de España ""sin pamplinas""."
996,"Rajoy va cerrando su discurso: el PP ""protege los intereses de España, sin pamplinas"". #17CongresoPP"
997,"Vaya papelón para Fabra: tener que hablar de ejemplaridad con la sombra de Camps. #congresopp"
998,"¿Cómo serían Madamme Bovary o Tom Ripley? Ya no hace falta imaginar a los protagonistas de las grandes novelas: http://t.co/v6XMuo0Q"
999,"Cospedal, Arenas, Floriano y G. Pons, núcleo duro del PP. Si el segundo presidiera Andalucía, el partido se dirigiría por vídeoconferencia?"
1000,"Ningún líder ha tenido tanto poder indiscutido en su partido como Rajoy ahora. Pero la crisis y el paro son su ""recuerda que eres mortal"""
1001,"Mañana, en mi columna de El Mundo, cuento el plan de los sindicatos. Alimentarán las protestas sin desgastarse..."
1002,"... Y cuando el paro alcance sus peores datos, entonces saltarán"
1003,"No a sindicatos que viven de nuestros impuestos. No a los sindicatos y patronal que se reparten fondos públicos pese al sacrificio general"
1004,"Increíble la afición del Vasconia, del Caja laboral que habiendo perdido levanta el Palau @teledeporte #CopadelRey"
1005,"El dinero de los cursos de sindicatos y patronal permitiría pagar una renta mensual de 400 e a las familias con todos sus miembros en paro"
1006,"Ya no se esperan de nosotros quejas, denuncias, sugerencias, ni promesas. Se esperan soluciones http://t.co/MpOKGJ9f http://t.co/E728wgju"
1007,"@santiagocervera si @PabloParedesC revisa todos los calificativos que me ha destinado estos últimos días comprenderá mejor el bloqueo"
1008,"Rajoy exige a todos los gobernantes del PP austeridad y honradez. “ No consentiré que se  traicione la confianza de los españoles”"
1009,"Rosell ( CEOE ) en Informe Semanal hablando de la reforma laboral: ""lo que hemos hecho es... "" No la había hecho el gobierno ?"
1010,"En informe semanal los primeros ERES con despido procedente a 20 días. Son las primeras víctimas. Rajoy, ""los que van al paro te saludan"""
1011,"Espero q haya empresarios ""normales"" q entiendan q si le quitan poder adquisitivo a los trabajadores bajarán sus ventas y habrá + crisis."
1012,"Las cinco grandes mentiras de la reforma laboral http://t.co/J02HacsU #razones19"
1013,"Es incongruente pero son falsos @abarea_es: #19FueraCCOOUGT Pq no se puede ser millonario y sindicalista, solo sí eres un hipócrita mafioso"
1014,"Leo un tuit q dice q ""los pobres sindicalistas mileuristas q trabajan desinteresadamente por nuestros derechos..."" He tenido q beber agua..."
1015,"Porque hasta la Soraya Sáenz de Santamaría del pasado se hubiese manifestado contra esta reforma laboral #razones19F http://t.co/6FVB7s06"
1016,"Empresas serias no son las 10 mayores del IBEX q tributan al 16% x impuesto d S. Está al 30%. No ingresan 5.000mill€ x las exenciones."
1017,"Antón Losada cree q la educación en España es estupenda: el 60% de los españoles según sigma2 cree q es mala. Antón Losada no quiere ver."
1018,"RT Aycart16:Lo que no soluciona nada es dejar todo como está.Mañana quien salga será a la voz de unos sindicatos cada día más desacreditados"
1019,"Que bueno es Benigno Blanco, tenia q haber estado en el debate sentado.  Antón Losada, no tiene salida, el portavoz de edc del PSOE menos."
1020,"Conquistemos en la calle lo que otros nos robaron en los despachos. #19F Llenemos las plazas de rebeldía serena. También podemos."
1021,"El éxito consiste en ir de fracaso en fracaso sin perder el entusiasmo. Churchill"
1022,"Buenos días. El extremismo del Tea Party rompe a los republicanos q se encuentran, a estas alturas, sin candidato viable."
1023,"Como afecta a la democracia un estado generalizado d ansiedad ante el futuro y miedo ante el despido, q se ha instalado en Europa/EspaÑa?"
1024,"“@algletrado :Patxi López:q Otegi siga n prisión ""contradice el sentir d la sociedad vasca""http://t.co/ilhu48xn Eres 1 canalla.Impresentable"
1025,"“@Agus2010: Hachazo de 5.000 millones a la sanidad  http://t.co/kj1hiSJ9 vía @el_pais” Para esto recortes y para los sindicatos no? MUY MAL"
1026,"Los #sindicatos ""velarían"" igual por los #trabajadores si no percibieran ninguna subvención más q las cuotas d sus afiliados? #19F"
1027,"Las manifestaciones de hoy contra la #reformalaboral una megaencuesta para decidir la huelga general http://t.co/ESzVyrT5"
1028,"Por una #reformalaboral orientada al empleo y el crecimiento, no como un abaratamiento del despido y desvaloración del trabajo #razones19f"
1029,"A las doce estaré con mis compañeros en Xixón contra el decreto de excepción laboral. Los mismos que rechazamos el decretazo del PSOE."
1030,"Escuché ayer a Rajoy y a Aznar. Me di cuenta de la vanidad de uno, disfrazada de falsa modestia, y de la soberbia infinita del otro."
1031,"Arenas, Pons y Floriano, en el núcleo duro del PP http://t.co/zcXDq1kP"
1032,"Nadal pagaba a Hacienda menos de lo q debía. Lo cuenta @josemariairujo el periodista que destapó en D16 el caso Roldán http://t.co/WjbpXIzP"
1033,"Internet, con los menores problemas. http://t.co/XYEOjEyb"
1034,"Sal a la calle contra el  decreto de excepción laboral: El expolio de tus derechos, y un arma de destrucción masiva de salarios y empleos."
1035,"Recordar lo que sera la ""guerra"" de hoy y mañanaA Brief History of Drones | The Nation http://t.co/z3IJyYer"
1036,"Miles de personas marchan por las calles de tweeter contra los abusos de los sindicatos de clase..."
1037,"Rodrigo Rato, presidente de Bankia, no ha querido perderse el cierre del congreso del PP en Sevilla. Esta casi todo el Gobierno."
1038,"Como es posible manifestarse hoy contra el capital y la banca, cobrando 180.000 euros de un banco? pasmoso. #19ContraCCOOUGT"
1039,"Como es posible manifestarse hoy contra la educación  pública de Madrid, llevando a tus hijos a un colegio privado? #19FueraCCOOUGT"
1040,"La maratón de Sevilla hace difícil llegar al congreso del PP. Será eso, pero el pinchazo de publico es notable. ... http://t.co/P9t16aZz"
1041,".@javierarenas_pp : "" #Andalucia debe enterrar el sectarismo. Aquí hay miedo a que sigan los mismos "" #arenaspresidente"
1042,". @javierarenas_pp : "" en #Andalucia vamos a cambiar el miedo por esperanza"" #ArenasPresidente"
1043,"En el congreso PP la pregunta es de ""quién es Carlos Floriano"". Si de Arenas o Cospedal? Y por qué no de Soraya Saenz de Santamaria?"
1044,"@mrtfernandez Arenas ha dicho que la gente ha disfrutado tanto de Sevilla que no ha llegado. Que siguen de juerga, vamos"
1045,"La reforma laboral es injusta y se ha hecho sin acuerdo. Pone en cuestión el espíritu constitucional. #razones19f"
1046,"Si el salario de 180.000 euros lo dona a UGT. Esta financiando un tiburón bancario al sindicato? Y esto les parece bien?  #19FueraCCOOUGT"
1047,"@Fgarea Eres genial! Solo faltas tu en esta ""juerga"". Esta vez no he contado sillas pero la mitad estan vacias. Resaca del Sevilla Osasuna"
1048,"informando: “@rtve: Minuto a Minuto: Arrancan las protestas contra la reforma laboral al grito de ""huelga general"" http://t.co/zcaxc4jl"""
1049,"Cospedal compara la unidad ""cierta"" del PP con la ""fingida"" del Psoe. Y afirma que no es un gobierno de tecnócratas sino de gente preparada."
1050,". @mdcospedal "" los españoles no nos van a perdonar que miremos para otro lado "" #17congresopp"
1051,".@marianorajoy  "" me sobran todos los tópicos sobre #Andalucia y me duele el paro en esta tierra"" #ArenasPresidente"
1052,"Rajoy empieza su discurso pidiendo un cambio para Andalucia. Dice que le duele andalucia y reniega de los tópicos sobre esta comunidad."
1053,"Ahora lo entiendo. Uno cobra 180.000 € de un banco para tener razones a la hora de impugnar el mercado! Era eso! #19FueraCCOOUGT"
1054,"Rajoy: no hemos venido a resolver conflictos internos ni a improvisar unas ideas. #dardoapsoe. #17CongresoPP"
1055,"Ocho derechos básicos en peligro por la reforma laboral. http://t.co/ASHHVFVK #Razones19F #19Ftomalacalle"
1056,".@marianorajoy "" estamos aquí para gobernar y lo que se nos encomienda es difícil "" #17congresopp"
1057,"Rajoy dice que la economía no ha tocado fondo. Que lo urgente antes que construir es frenar el deterioro y la destrucción."
1058,"El discurso de Rajoy entra en materia sin cortapisas. Dice que no hemos tocado fondo. ""Ojalá"". Mensaje a los que se manifiestan en la ..."
1059,"Rajoy, muy pesimista: "" ojalá nuestra situación económica hubiera tocado fondo. No es así"""
1060,".@marianorajoy "" estamos poniendo barreras a la destrucción y eso no es fácil y se espera de nosotros q tb construyamos"" #17congresopp"
1061,"Rajoy sb #reformalaboral Es la reforma q necesitamos para evitar ser elPais de Europa q mas empleo destruye.   #17CongresoPP"
1062,". @marianorajoy "" esta reforma laboral es la reforma que España necesita para acabar con las injusticias"" #17congresopp"
1063,"Atención a los manifestantes. Rajoy empieza a dirigirse a los que protestan contra la reforma laboral. Cree que es justa, buena y ..."
1064,".@marianorajoy "" si queremos q en España vuelva a haber oportunidades de empleo esta es la reforma laboral q necesitamos"" #17congresopp"
1065,"Rajoy contesta a los manifest: ""algunos se quejan por medidas duras. Cuando tomamos medidas difíciles, pensamos en quien peor lo pasan"""
1066,"Rajoy asegura que la reforma laboral es necesaria y justa para crear empleo, aunque haya mucha gente a la que no le guste."
1067,"Que no decaiga el buen tono sindical “@Javier_Diego: Y dirá @pedroj_ que éramos 25, por el culo se la ahinco ; ).  #19FTomaLaCalle #CCOO"
1068,"Rajoy pinta un panorama desolador para justificar la reforma: ""saben que hay madres solas haciendo milagros? Padres sin empleo hace 2 ..."
1069,"Rajoy: ""Hay quien protesta. Y que les decimos a los jóvenes que no saben lo que es perder un empleo pq nunca lo han tenido?"
1070,"Rajoy: los problemas no han cambiado pero se ven de otra manera. X el diagnostico de la Verdad. Y x eso nos ven de oteas era desde fuera."
1071,"#19F Contra una #reformalaboral que no elimina dualidad y beneficia a malas empresas sin crear empleo de calidad y un nuevo acuerdo social"
1072,"Han sido manifestaciones masivas contra el decreto de excepción como arma de destrucción masiva de  empleos, salarios y derechos."
1073,"Igual no me la he puesto bien, parece ""txapapote""... http://t.co/Z1vnhvxh"
1074,"Dice Rajoy que hace lo que queremos contra las desigualdades en el  empleo. Todos precarios, de bajos salarios y sometidos a servidumbre."
1075,"Rajoy, resuelto a seguir adelante con la reforma laboral que le exige Europa. Pese a  protestas, solo habrá retoques mínimos en las Cortes."
1076,"“@NATALIARALO:Hola,soy fan desde que te vi en TCMS,!!Antes de este programa me caías fatal,pero ahora,te idolatro!” del odio al amor..."
1077,"Creo que en esto la izquierda valenciana tiene razón. EU pide la reapertura de la comisión por el accidente de metro http://t.co/XuiI4vnm"
1078,"La crisis no se resuelve enfrentando a los que tienen empleo con quienes no lo tienen ni a los trabajadores con sus sindicatos"
1079,"Cientos de miles de personas salen a la calle en España contra la reforma laboral. Os lo contaremos a las tres en @informativost5"
1080,"28 años visitando la tumba d su hija, fallecida poco después d nacer. Pero sabían q algo fallaba. Acaban d descubrir q la tumba está vacía"
1081,"...o las duras imágenes d un perro agonizando en un coche en un centro comercial. Muerto d sed. Rompen el cristal para salvarlo, pero..."
1082,"González Pons dice sentirse muy responsabilizado. Le han adoptado y le han sacado del orfanato p parece q la familia de acogida no convence."
1083,"Sin apasionamiento partidista: el discurso de @marianorajoy de hoy pasará a los anales. Impresionantes los últimos 10 minutos. #17congesoPP"
1084,"Rajoy defiende la reforma laboral. “España entera arrimará el hombro y dejará atrás a quienes ponen obstáculos”"
1085,"Rajoy dice que hacen reformas pensando en quienes están en la cola del paro"
1086,"Alguien sabe % de liberados en manifas de hoy? Y cuantos de los 5,3 mill d parados estaban alli? Como no salen no son voz? #mareasilenciosa"
1087,"No respeto ni acato la condena de Garzón ni el decreto de excepción laboral. En los dos la ley se utiliza para negar la justicia."
1088,"Qué frío hace en San Mamés!"
1089,"Primaveras, Terremotos y Crisis, Javier Solana y Lluís Bassets, ENDEBATE  http://t.co/GYet0m1v"
1090,"Centenares de miles de ciudadan@s protestan contra una reforma laboral que Rajoy proclama ""justa y necesaria"". http://t.co/5cX4gOP3"
1091,"Qué mal el @AthleticBilbao"
1092,"Hoy las calles d las ciudades d esta España se han llenado d trabajadores para decir q no nos han derrotado. Que todavía queda partido."
1093,"Hoy es uno d esos días que sentimos q no nos han vencido los del pensamiento único. Los mercaderes de la ambición x encima d las personas."
1094,"Cuando un pueblo elige a los amos en el gobierno se arriesga a que les traten como siervos. Estatuto de depredadores y trabajo de excepción"
1095,"Y mañana, en @elconfidencial mi análisis sobre el #congresopp de Sevilla: ""La 'ley Rajoy' se impone en el Partido, el Gobierno y la Nación""."
1096,"Veo comentarios q pretenden desprestigiar a los sindicatos, y no cuestionáis los excesos históricos d muchos banqueros y ladrones ricos."
1097,"""Marea zombi"" Mi columna mañana en @LARAZON_es sobre el #19F , #UGT y #CCOO ... y los q hagan falta para montarle juerga a #Rajoy"
1098,"Como esta noche no tengan Goyas las películas de los bilbaínos Enrique Urquizu y Alex de la Iglesia me vuelvo a Bilbao."
1099,"N'Dong está haciendo daño,menos mal que Begic parece hoy entonadete"
1100,"Velickovic no va a poder con Lorbek. Esa tercera personal muy discutible de Begic está empezando a pesar. Pero en ataque Vilockovic aporta."
1101,"Mi móvil es tan bilbaino como yo: nos alejamos de Bilbao y falla la conexión."
1102,"Totalmente de acuerdo “@fcojavilopez: @pedroj_ramirez las faltas le pueden pasar factura al Madrid en la 2ª parte.”"
1103,"Ocho derechos en peligro: un excelente resumen de lo peor de la reforma labora, por Pere Rusiñol http://t.co/BlGCS59p"
1104,"...tiene derecho a expresar su opinión, faltaría más, y yo a contestarla. Descalificar es siempre un camino inquietante"
1105,"No me parece serio considerar parcial a un medio sólo porque lo que difunde no te gusta o no está de acuerdo con tu punto de vista"
1106,"(3) Cospedal no quería tener la sombra de Arenas (Mato) pisándole los talones. Rajoy le da lo que pide porque así reparte el poder."
1107,"Otra vez ante la tele. Grandes Llull y Lorbek. Pero la falta en ataque que antes le han pitado a Carroll no era de ninguna manera."
1108,"El PP está en una encrucijada ¿Suavizar la reforma laboral o ir a un choque de trenes con UGT y CCOO? Ser o no ser. Esa es la cuestión."
1109,"Mas dificil todavia y mas pequeño.Fantastico.@nytimesPhysicists Create a Working Transistor From a Single Atom http://t.co/nvHwCuHu"
1110,"@SalomeGa Yo también creo en las cuotas. La realidad es tozuda."
1111,"Qué listón tan bajo, no? RT @garcia_abadillo: Los sindicatos querían sacar en Madrid a 50.000 personas y parece que lo ha logrado."
1112,"En 1995 el 17% de los recursos externos de los paises mas pobres procedian BM.Hoy sólo el 8%.Gran cambio.Quedan los estados mas fragiles."
1113,"No entiendo bien la diferencia entre una religión y una secta, ilustrísima. ¿No será solo cuestión de tamaño y de poder?"
1114,"Ya están los resultados oficiales del Duatlon: 1:30:24 total - 21'46'' los 1os 5 km a pie, 52'49'' los 24 km bici y 13'49'' los 2,5 km pie."
1115,"Los del Real Madrid han dejado de decir que lo de la Copa es un asunto menor..."
1116,"Por qué nadie dice de quienes son los trajes (o similares) de los actores de la gala de los Goya?"
1117,"Mas...y con un sindicato de por medio...Un alto cargo de CC OO negoció la inclusión de un intruso en un #ERE  http://t.co/k7m7qWEs"
1118,"La chica que viaja a mi lado en el autobús se ha dormido con la cabeza en mi hombro. No hagáis ruido."
1119,"@ElenaFernandez8 A ver si nos aclaras el asunto a los no iniciados..."
1120,"También Anne Igartiburu está en los Goya. No se pierde campanada, uva, programa o premio. ¿Habrá trillizas Igartiburu y no lo sabemos?"
1121,"Manifas contra reforma laboral, Goya, deportes y tema local en cada una de las 15 ediciones, las 4 patas de las portadas @20m de mañana"
1122,"José Coronado es el favorito. Él está estupendo en la película de Urbizu pero no entiendo el éxito de la peli. A mí me pareció mala, mala"
1123,"El traje de Goya Toledo deja al aire una espalda para caminar por ella, sin mapa, y te pierdes eso que encuentras."
1124,"Parece que la que la no avanza porque no paran de llegar ministros."
1125,"Y durará más que Cristiano “@israeloliverMD: Esto si que es un fichaje a lo Florentino @pedroj_ramirez . No hay quien se te resista.”"
1126,"Récord de Valeriano Gómez (PSOE): Ha estado en las manifestaciones  contra dos últims reformas laborales y entre ambas, ministro de Trabajo"
1127,"Valdés se ha dejado meter el gol por algo?"
1128,"Llegar a casa y encontrarte a alguien buscando en el cubo de basura de tu portal... El alma a los pies... #crisis"
1129,"Mañana más frío, qué horror!"
1130,"Hoy en los Goya. Esperando un gesto de crítica a la reforma laboral y apostando por la Voz Dormida dirigida por Benito Zambrano."
1131,"Mierda, hay TSQV en la 1 y yo en mi casa?"
1132,"@PalomaCervilla @maicagq13 @@mjguemes @@PalomaCervilla y yo, soy una mata de pelo!!!!"
1133,"Me parece que no voy a aguantar #premiosgoya #Goya2012"
1134,"Zapeando #reformaAlemana cuanto q aprender.el programa de la sexta da argumentos a la reforma laboral. Flexibilidad y dchos + competitividad"
1135,"Qué tal la Gala, que en el autobús no la veo? No hay nadie a quien le guste?"
1136,"Bueno, amig@s, ha sido un fin de semana muy intenso -competición, #congresopp sevilla, noche loca, vuelta en AVE...-. Necesito descanso. Off"
1137,"Me voy sin ver el plano que esperaba. Menos mal que @Libey nos deja esto: Así se ve una estrella cuando muere http://t.co/KcIHQRyy"
1138,"Dura mas que unas palabras breves de agradecimiento cuándo les dan un Goya."
1139,"Os advierto a los críticos con la Gala de los Goya que no habrá paz para los malvados."
1140,"Españoles que están hasta la rima de los Goya y se hacen un fundido a negro con el sofá."
1141,"mala!!! “@sgueina: Almodóvar  va a salir de los Goya como  Pons del congreso del pp. "
1142,"Era todo una pesadilla... http://t.co/UL1QHtaz"
1143,"Joder, joder, menos mal que le han dado el Goya..."
1144,"Eso que ha sido ? RT @henarlb: Ahora es cuando #wertnodoyuna se levanta y se va #goyas2012"
1145,"Eso que ha sido? RT @pepalopezmlg: Quien es ese??? Que fuerte se ha colao un colgao en #premiosgoya"
1146,"Coronado también estaba cantado #PremiosGoya y mira que es mala la peli"
1147,"A Almodóvar no le han dado un Goya porque con esas gafas pensaban que no estaba."
1148,"Por curiosidad, ¿hay alguien que considere que No habrá paz para los malvados es una buena película? #premiosGoya"
1149,"Vaya, qué poco ha durado."
1150,"Buenos dias chicos aunque un poco disgustado con el amiguete @SSantiagosegura que para ser gracioso tiene que utilizarme menuda lastima no?"
1151,"Lamentable amiguete muy lamentable tu actuacion @SSantiagosegura  yo siempre hablando bien y tu puñaladita."
1152,"Iberia cancela hoy 153 vuelos x huelga convocada x sindicato pilotos,se suman los sindicatos minoritarios personal tierra y otro tripulantes"
1153,"5 muertos y 4 heridos, 2 de ellos graves, en choque frontal entre una furgoneta con 8 ocupantes y un camión, esta noche, en Figueras,Gerona."
1154,"(2) de duplicar sus fondos para eventualmente hacer frente a la crisis de la zona euro, informó hoy el periódico ""Global Times"" (EFE)"
1155,"6,56. Suena el teléfono. ""Diga?"". ""Ay, perdón, me he confundido""..."
1156,"Sector público está preparado para presupuestos crecientes. Ante recortes recurrentes hace falta reformas q no se han hecho."
